Age,Gender,Education Level,Job Title,Years of Experience,Salary
44,Female,Bachelor's,Data Scientist,19,64700
64,Female,Master's,Data Analyst,35,98500
27,Female,PhD,Data Scientist,27,115100
26,Female,PhD,Data Analyst,31,114100
64,Male,Bachelor's,Project Manager,3,43450
46,Male,PhD,Data Scientist,35,125500
39,Female,Master's,Marketing Manager,24,88800
34,Female,Bachelor's,Software Engineer,7,48400
64,Female,Master's,Product Manager,35,103750
35,Male,Master's,HR Specialist,21,82050
49,Female,Master's,UX Designer,1,61150
39,Female,PhD,Software Engineer,6,87200
49,Male,Master's,Data Scientist,39,110700
48,Male,PhD,Product Manager,34,122500
53,Male,Master's,Data Scientist,18,83400
30,Female,PhD,Data Scientist,25,112500
61,Male,PhD,Systems Engineer,15,97700
53,Male,PhD,HR Specialist,32,113600
41,Female,Master's,Systems Engineer,18,81240
49,Male,Master's,Systems Engineer,31,96580
54,Female,PhD,Sales Executive,29,111900
25,Female,Master's,Marketing Manager,15,78000
55,Male,PhD,Marketing Manager,23,107600
24,Female,Master's,Systems Engineer,38,104840
47,Male,PhD,Project Manager,11,92650
29,Male,PhD,Sales Executive,15,96500
27,Male,Bachelor's,Data Scientist,23,69900
37,Female,Master's,HR Specialist,3,63150
45,Male,Master's,Systems Engineer,19,82420
60,Female,Bachelor's,HR Specialist,1,41050
51,Female,PhD,Data Analyst,24,106400
34,Female,PhD,Sales Executive,11,92100
26,Male,Bachelor's,HR Specialist,30,71500
46,Female,Bachelor's,Data Scientist,11,54300
41,Female,PhD,Data Analyst,39,122900
39,Male,Master's,Project Manager,1,61150
39,Male,Bachelor's,Data Scientist,12,55600
23,Female,Bachelor's,UX Designer,4,44600
31,Female,Bachelor's,Marketing Manager,25,70000
33,Male,Bachelor's,Software Engineer,8,49600
34,Female,Bachelor's,Product Manager,15,58750
32,Female,Bachelor's,Software Engineer,30,76000
40,Female,PhD,Project Manager,32,116800
56,Female,PhD,Marketing Manager,35,122000
60,Male,Bachelor's,HR Specialist,21,62050
47,Female,PhD,Sales Executive,31,114100
35,Male,Master's,Data Scientist,36,106800
45,Female,Master's,Marketing Manager,27,92400
62,Male,Bachelor's,Marketing Manager,8,49600
22,Female,Master's,Systems Engineer,23,87140
64,Male,Master's,Product Manager,23,88750
43,Female,PhD,Data Scientist,33,122900
44,Male,PhD,Marketing Manager,13,95600
40,Female,PhD,Systems Engineer,39,126020
39,Female,PhD,Data Analyst,35,118500
33,Male,Master's,Project Manager,16,78400
49,Male,Bachelor's,Project Manager,12,53800
49,Male,PhD,Sales Executive,31,114100
54,Male,Master's,Sales Executive,5,65500
40,Male,PhD,Marketing Manager,25,110000
49,Female,Master's,Marketing Manager,21,85200
58,Male,PhD,Data Scientist,3,83900
47,Male,Bachelor's,Product Manager,10,52500
56,Female,PhD,Marketing Manager,23,107600
55,Male,Bachelor's,Project Manager,17,59550
56,Male,PhD,HR Specialist,35,116750
61,Male,PhD,Marketing Manager,25,110000
37,Female,PhD,Systems Engineer,2,82360
59,Male,Master's,Project Manager,27,91050
34,Female,Master's,Marketing Manager,9,70800
44,Female,Bachelor's,Software Engineer,4,44800
43,Male,Bachelor's,Software Engineer,26,71200
37,Female,Master's,Software Engineer,32,98400
49,Male,Bachelor's,Product Manager,29,76250
56,Male,Bachelor's,UX Designer,22,65300
29,Male,Master's,Systems Engineer,13,75340
43,Male,Master's,Systems Engineer,23,87140
42,Male,Master's,Project Manager,31,95650
47,Female,Master's,HR Specialist,36,97800
61,Female,PhD,Project Manager,31,115650
42,Female,Master's,Data Scientist,15,79500
46,Female,Bachelor's,Data Analyst,14,55400
62,Male,PhD,Software Engineer,35,122000
22,Male,PhD,HR Specialist,24,105200
27,Female,Bachelor's,Data Analyst,30,73000
44,Male,PhD,Data Analyst,30,113000
44,Female,Bachelor's,Data Analyst,27,69700
64,Female,PhD,Product Manager,14,97500
64,Female,PhD,Marketing Manager,11,93200
44,Female,Bachelor's,Data Analyst,26,68600
53,Male,Bachelor's,Marketing Manager,21,65200
51,Male,Bachelor's,Sales Executive,9,49900
34,Female,Bachelor's,Software Engineer,1,41200
64,Female,Master's,Data Analyst,6,66600
39,Female,Master's,Systems Engineer,1,61180
44,Female,Bachelor's,Marketing Manager,22,66400
36,Female,Master's,Systems Engineer,13,75340
54,Male,Bachelor's,Systems Engineer,38,84840
42,Female,Bachelor's,UX Designer,31,75650
60,Female,PhD,Data Analyst,15,96500
44,Male,Bachelor's,Sales Executive,2,42200
48,Male,Bachelor's,HR Specialist,31,72550
39,Male,Bachelor's,Systems Engineer,26,70680
45,Male,Bachelor's,Software Engineer,2,42400
61,Male,PhD,Data Scientist,11,94300
63,Male,Bachelor's,Systems Engineer,33,78940
28,Male,PhD,Software Engineer,18,101600
41,Male,Bachelor's,Project Manager,21,64150
48,Male,PhD,Software Engineer,31,117200
27,Female,Master's,Product Manager,26,92500
48,Male,PhD,HR Specialist,30,111500
30,Female,PhD,Project Manager,39,124850
52,Female,Bachelor's,UX Designer,21,64150
42,Female,PhD,Software Engineer,16,99200
47,Female,PhD,Software Engineer,7,88400
61,Female,Bachelor's,Marketing Manager,22,66400
34,Female,Master's,Sales Executive,7,67700
44,Female,Master's,HR Specialist,2,62100
41,Female,Master's,Product Manager,37,106250
58,Male,PhD,Systems Engineer,14,96520
49,Female,Bachelor's,Product Manager,8,50000
38,Female,Master's,UX Designer,29,93350
49,Female,Master's,Data Analyst,7,67700
62,Female,Master's,Data Analyst,38,101800
23,Male,Master's,Product Manager,22,87500
46,Female,Bachelor's,UX Designer,17,59550
62,Male,Master's,Systems Engineer,16,78880
27,Male,PhD,Project Manager,33,117950
32,Female,PhD,Sales Executive,39,122900
59,Female,Bachelor's,Sales Executive,35,78500
27,Male,Master's,Product Manager,38,107500
32,Female,Master's,Sales Executive,32,95200
35,Female,PhD,Product Manager,3,83750
23,Male,Bachelor's,Data Analyst,3,43300
61,Male,PhD,Software Engineer,8,89600
24,Female,Bachelor's,Project Manager,31,75650
56,Female,Bachelor's,Sales Executive,9,49900
54,Female,Bachelor's,Data Scientist,5,46500
45,Male,PhD,Data Analyst,28,110800
40,Female,Bachelor's,UX Designer,15,57250
39,Male,PhD,Data Scientist,27,115100
45,Male,PhD,Marketing Manager,31,117200
56,Female,Master's,Sales Executive,18,79800
22,Male,PhD,Product Manager,38,127500
57,Female,PhD,Sales Executive,4,84400
46,Female,Master's,Systems Engineer,21,84780
64,Male,Master's,Systems Engineer,23,87140
55,Female,Master's,HR Specialist,22,83100
46,Male,Bachelor's,Project Manager,1,41150
37,Male,Bachelor's,Systems Engineer,25,69500
55,Female,Master's,Software Engineer,28,93600
50,Female,Bachelor's,Product Manager,37,86250
40,Female,Master's,Sales Executive,11,72100
44,Female,Bachelor's,Project Manager,22,65300
40,Male,PhD,Project Manager,25,108750
46,Male,Bachelor's,Marketing Manager,21,65200
37,Male,Bachelor's,Data Scientist,36,86800
30,Female,PhD,HR Specialist,20,101000
22,Male,Master's,Sales Executive,16,77600
63,Male,Bachelor's,HR Specialist,28,69400
40,Female,Bachelor's,Project Manager,29,73350
54,Female,PhD,Systems Engineer,26,110680
55,Female,PhD,Data Analyst,2,82200
37,Male,PhD,HR Specialist,10,90500
61,Female,PhD,Software Engineer,13,95600
39,Male,Master's,Data Analyst,15,76500
55,Male,Bachelor's,Product Manager,9,51250
46,Male,Bachelor's,Data Analyst,27,69700
27,Male,Bachelor's,Software Engineer,8,49600
42,Male,Bachelor's,Data Scientist,6,47800
27,Female,Master's,Sales Executive,36,99600
53,Male,Bachelor's,HR Specialist,24,65200
62,Female,Master's,Systems Engineer,3,63540
64,Male,Master's,Data Scientist,26,93800
60,Male,PhD,Software Engineer,36,123200
52,Female,PhD,Data Scientist,21,107300
63,Male,Bachelor's,HR Specialist,13,53650
31,Male,Master's,Data Scientist,11,74300
51,Female,PhD,Product Manager,8,90000
39,Female,Master's,Marketing Manager,14,76800
45,Male,PhD,HR Specialist,33,114650
30,Male,Master's,Sales Executive,2,62200
52,Male,Bachelor's,Data Analyst,1,41100
36,Female,Bachelor's,HR Specialist,11,51550
25,Male,Master's,Software Engineer,6,67200
61,Female,PhD,Data Scientist,32,121600
30,Female,PhD,HR Specialist,15,95750
30,Male,Bachelor's,Data Scientist,12,55600
47,Female,Bachelor's,Systems Engineer,37,83660
25,Male,Bachelor's,UX Designer,29,73350
38,Male,PhD,Sales Executive,22,104200
37,Female,PhD,Project Manager,14,96100
36,Female,Bachelor's,UX Designer,19,61850
56,Female,Master's,HR Specialist,5,65250
26,Female,PhD,Software Engineer,35,122000
26,Female,Bachelor's,Marketing Manager,25,70000
41,Female,Master's,Sales Executive,38,101800
36,Male,PhD,Project Manager,9,90350
39,Male,Master's,Systems Engineer,7,68260
23,Male,Master's,Marketing Manager,18,81600
50,Female,PhD,Data Analyst,2,82200
34,Female,Bachelor's,Data Scientist,10,53000
25,Female,Master's,UX Designer,2,62300
63,Male,Bachelor's,Marketing Manager,8,49600
31,Male,PhD,Data Scientist,7,89100
52,Female,Master's,Project Manager,35,100250
62,Female,Master's,Systems Engineer,23,87140
29,Female,Master's,Project Manager,8,69200
24,Female,Master's,Systems Engineer,21,84780
30,Male,Master's,Systems Engineer,33,98940
51,Male,PhD,Product Manager,1,81250
32,Male,Master's,Product Manager,12,75000
56,Female,PhD,Sales Executive,11,92100
58,Male,Bachelor's,Product Manager,30,77500
63,Female,PhD,Product Manager,4,85000
34,Female,Master's,Data Scientist,34,104200
57,Female,Bachelor's,HR Specialist,23,64150
34,Male,PhD,UX Designer,32,116800
33,Male,PhD,UX Designer,3,83450
58,Female,PhD,Data Analyst,28,110800
31,Male,Master's,Software Engineer,4,64800
30,Female,Master's,Systems Engineer,12,74160
28,Female,PhD,Project Manager,24,107600
23,Female,PhD,Data Scientist,33,122900
44,Male,Bachelor's,Systems Engineer,3,43540
60,Male,Master's,Software Engineer,4,64800
61,Female,Master's,Product Manager,30,97500
60,Male,Bachelor's,Data Analyst,6,46600
42,Male,PhD,Product Manager,30,117500
44,Male,PhD,Systems Engineer,8,89440
50,Male,Bachelor's,Data Analyst,18,59800
35,Female,PhD,Software Engineer,16,99200
47,Male,PhD,Project Manager,6,86900
26,Female,Bachelor's,Project Manager,24,67600
52,Female,Bachelor's,Sales Executive,28,70800
46,Male,Bachelor's,Marketing Manager,32,78400
52,Female,PhD,Marketing Manager,25,110000
41,Female,Bachelor's,Project Manager,28,72200
38,Male,PhD,Marketing Manager,21,105200
23,Female,Master's,UX Designer,8,69200
46,Female,Master's,HR Specialist,36,97800
34,Male,Bachelor's,Software Engineer,9,50800
60,Male,PhD,HR Specialist,21,102050
49,Male,PhD,Marketing Manager,1,81200
63,Male,PhD,Product Manager,4,85000
27,Male,Bachelor's,Sales Executive,10,51000
24,Female,PhD,Marketing Manager,26,111200
56,Female,PhD,Data Scientist,3,83900
39,Male,PhD,Systems Engineer,9,90620
32,Male,Master's,Data Analyst,32,95200
41,Female,PhD,Product Manager,3,83750
26,Male,Master's,Systems Engineer,4,64720
40,Male,PhD,UX Designer,6,86900
43,Female,PhD,Sales Executive,9,89900
40,Female,PhD,Data Scientist,26,113800
37,Female,Master's,UX Designer,2,62300
45,Male,PhD,UX Designer,2,82300
62,Female,Bachelor's,UX Designer,21,64150
25,Male,PhD,Project Manager,22,105300
36,Female,Master's,Systems Engineer,3,63540
46,Male,Master's,Data Analyst,35,98500
56,Male,Bachelor's,HR Specialist,38,79900
35,Male,Bachelor's,Data Scientist,33,82900
40,Female,Bachelor's,HR Specialist,15,55750
59,Female,Master's,Data Scientist,11,74300
57,Female,PhD,Software Engineer,10,92000
28,Male,PhD,Project Manager,36,121400
51,Female,Bachelor's,Data Scientist,14,58200
40,Female,Bachelor's,Marketing Manager,2,42400
46,Male,PhD,Marketing Manager,37,124400
37,Male,Bachelor's,Software Engineer,29,74800
61,Female,PhD,Data Analyst,35,118500
29,Female,PhD,Sales Executive,20,102000
39,Female,PhD,Project Manager,21,104150
49,Male,PhD,UX Designer,34,119100
37,Female,Master's,Systems Engineer,33,98940
40,Male,PhD,Product Manager,19,103750
63,Male,Bachelor's,Project Manager,8,49200
38,Female,Bachelor's,Software Engineer,31,77200
34,Female,Bachelor's,Marketing Manager,11,53200
28,Male,Bachelor's,Systems Engineer,8,49440
48,Male,Master's,Data Scientist,25,92500
31,Female,PhD,Data Analyst,20,102000
55,Female,PhD,Data Analyst,38,121800
57,Female,Bachelor's,Sales Executive,7,47700
46,Male,Bachelor's,Sales Executive,13,54300
27,Male,Bachelor's,Project Manager,39,84850
45,Female,PhD,Product Manager,10,92500
39,Male,Master's,Software Engineer,8,69600
44,Male,Master's,Systems Engineer,20,83600
27,Female,Master's,Marketing Manager,17,80400
50,Male,Master's,Software Engineer,11,73200
46,Female,Bachelor's,Software Engineer,16,59200
38,Female,PhD,HR Specialist,37,118850
45,Male,Bachelor's,HR Specialist,32,73600
32,Male,Master's,Data Scientist,26,93800
47,Female,Bachelor's,Product Manager,37,86250
55,Male,Master's,Data Scientist,9,71700
49,Female,PhD,Systems Engineer,35,121300
24,Male,Master's,Marketing Manager,3,63600
32,Male,Bachelor's,Marketing Manager,31,77200
59,Male,PhD,Software Engineer,7,88400
35,Female,Master's,Sales Executive,2,62200
47,Male,Master's,Marketing Manager,25,90000
42,Female,PhD,Sales Executive,12,93200
60,Female,Bachelor's,Sales Executive,30,73000
51,Female,PhD,Systems Engineer,30,115400
29,Male,Bachelor's,Product Manager,29,76250
41,Female,Master's,Software Engineer,11,73200
53,Female,Master's,Marketing Manager,23,87600
43,Male,PhD,UX Designer,17,99550
28,Female,Master's,Product Manager,13,76250
30,Female,PhD,HR Specialist,33,114650
22,Male,Master's,UX Designer,1,61150
50,Female,Master's,Systems Engineer,13,75340
29,Male,Bachelor's,Product Manager,38,87500
25,Female,PhD,Systems Engineer,3,83540
56,Female,PhD,Product Manager,16,100000
24,Male,Master's,Sales Executive,7,67700
61,Female,Bachelor's,Software Engineer,3,43600
28,Female,Bachelor's,Marketing Manager,14,56800
48,Female,PhD,Project Manager,16,98400
22,Male,PhD,Data Analyst,4,84400
48,Male,Master's,Software Engineer,31,97200
37,Male,PhD,Sales Executive,13,94300
59,Male,Master's,Sales Executive,27,89700
28,Male,Bachelor's,Project Manager,1,41150
44,Female,PhD,Sales Executive,25,107500
62,Male,Bachelor's,UX Designer,37,82550
32,Male,Bachelor's,Sales Executive,11,52100
63,Male,Master's,HR Specialist,9,69450
54,Female,Bachelor's,Marketing Manager,7,48400
57,Female,Master's,Software Engineer,14,76800
58,Male,Master's,Data Analyst,30,93000
62,Female,Bachelor's,UX Designer,24,67600
38,Female,Bachelor's,UX Designer,3,43450
56,Female,Master's,Data Analyst,39,102900
26,Female,Master's,Sales Executive,27,89700
53,Male,Bachelor's,Product Manager,1,41250
24,Male,Master's,UX Designer,38,103700
56,Female,Master's,UX Designer,26,89900
35,Female,PhD,Software Engineer,6,87200
52,Female,PhD,Project Manager,12,93800
52,Female,PhD,HR Specialist,38,119900
38,Male,PhD,Data Analyst,35,118500
45,Female,PhD,Sales Executive,10,91000
44,Male,Master's,Systems Engineer,9,70620
39,Female,Master's,Systems Engineer,23,87140
35,Male,PhD,Product Manager,30,117500
36,Female,Bachelor's,UX Designer,22,65300
36,Male,PhD,UX Designer,9,90350
27,Male,Bachelor's,Project Manager,19,61850
48,Male,Master's,UX Designer,8,69200
36,Female,Bachelor's,Systems Engineer,4,44720
57,Male,Master's,Data Analyst,5,65500
29,Female,Bachelor's,Product Manager,19,63750
36,Male,Master's,Project Manager,18,80700
24,Male,Master's,HR Specialist,29,90450
34,Female,PhD,Systems Engineer,19,102420
62,Male,Master's,Data Scientist,6,67800
55,Female,PhD,Software Engineer,5,86000
45,Female,PhD,Project Manager,5,85750
61,Female,PhD,Project Manager,8,89200
53,Female,Bachelor's,Systems Engineer,27,71860
53,Male,Bachelor's,Product Manager,37,86250
51,Male,Master's,Software Engineer,38,105600
34,Female,PhD,Data Analyst,37,120700
22,Male,PhD,Data Analyst,18,99800
55,Male,Master's,UX Designer,26,89900
36,Female,PhD,Data Scientist,16,100800
35,Male,Master's,Marketing Manager,22,86400
50,Female,PhD,Systems Engineer,23,107140
55,Male,Bachelor's,Product Manager,3,43750
39,Male,Master's,Software Engineer,3,63600
28,Female,Master's,Product Manager,12,75000
50,Male,Bachelor's,Marketing Manager,23,67600
52,Male,Master's,Data Analyst,11,72100
46,Female,Bachelor's,Product Manager,29,76250
59,Male,PhD,Data Analyst,6,86600
35,Female,Bachelor's,Data Analyst,16,57600
29,Male,Bachelor's,Data Scientist,34,84200
48,Female,Master's,Data Analyst,37,100700
23,Female,PhD,Sales Executive,11,92100
38,Female,Bachelor's,Data Analyst,11,52100
58,Female,PhD,Software Engineer,25,110000
35,Female,Bachelor's,Software Engineer,19,62800
46,Male,Master's,Software Engineer,32,98400
51,Male,Bachelor's,Project Manager,8,49200
50,Female,Bachelor's,Systems Engineer,12,54160
41,Male,PhD,Systems Engineer,35,121300
42,Female,Bachelor's,Systems Engineer,6,47080
43,Male,Master's,Sales Executive,21,83100
56,Male,Master's,Software Engineer,26,91200
58,Female,Bachelor's,UX Designer,1,41150
37,Female,Bachelor's,Systems Engineer,17,60060
64,Male,PhD,Marketing Manager,35,122000
38,Male,PhD,Marketing Manager,27,112400
37,Female,Master's,Product Manager,2,62500
23,Male,PhD,Project Manager,36,121400
25,Male,Bachelor's,UX Designer,1,41150
42,Female,Master's,Data Analyst,10,71000
60,Male,PhD,Software Engineer,31,117200
55,Female,Master's,Sales Executive,37,100700
51,Female,Bachelor's,Project Manager,5,45750
27,Female,PhD,Data Scientist,13,96900
38,Male,Bachelor's,Data Scientist,24,71200
60,Male,Bachelor's,HR Specialist,27,68350
46,Female,Master's,Data Analyst,1,61100
26,Female,Master's,Software Engineer,20,84000
26,Male,Master's,Project Manager,8,69200
41,Male,PhD,Data Scientist,3,83900
37,Male,PhD,HR Specialist,32,113600
62,Female,Master's,Sales Executive,25,87500
58,Female,PhD,Software Engineer,25,110000
61,Male,PhD,Data Scientist,14,98200
30,Male,Master's,Systems Engineer,27,91860
26,Male,Bachelor's,Marketing Manager,32,78400
63,Female,PhD,HR Specialist,27,108350
23,Female,PhD,Sales Executive,4,84400
30,Male,Bachelor's,Data Scientist,39,90700
64,Male,Bachelor's,Sales Executive,11,52100
57,Female,Bachelor's,Data Analyst,3,43300
43,Female,Master's,Product Manager,25,91250
43,Male,Bachelor's,HR Specialist,24,65200
43,Male,Master's,Project Manager,9,70350
55,Male,Bachelor's,Project Manager,8,49200
50,Female,Bachelor's,Data Scientist,39,90700
59,Male,Master's,Systems Engineer,31,96580
54,Female,Master's,Systems Engineer,17,80060
39,Female,Bachelor's,Data Analyst,31,74100
28,Male,Bachelor's,Project Manager,4,44600
22,Male,Bachelor's,HR Specialist,4,44200
54,Female,PhD,Marketing Manager,37,124400
22,Male,Bachelor's,Systems Engineer,8,49440
45,Female,Master's,Project Manager,6,66900
25,Male,PhD,Product Manager,9,91250
25,Male,Master's,HR Specialist,8,68400
39,Male,PhD,Marketing Manager,32,118400
48,Male,PhD,Product Manager,15,98750
64,Female,Master's,Project Manager,18,80700
53,Female,PhD,Data Scientist,23,109900
54,Female,Master's,UX Designer,5,65750
49,Male,Bachelor's,UX Designer,27,71050
63,Female,PhD,Data Analyst,33,116300
62,Female,Master's,Data Analyst,2,62200
57,Female,PhD,Marketing Manager,38,125600
27,Male,Master's,Product Manager,28,95000
37,Female,Bachelor's,Project Manager,24,67600
