Age,Gender,Education Level,Job Title,Years of Experience,Salary
58,Male,Master's,HR Manager,20,115123
50,Female,Doctorate,SEO Specialist,14,40857
45,Male,Master's,Research Scientist,28,68792
52,Female,High School,SEO Specialist,38,89361
60,Male,Bachelor's,Medical Assistant,4,71322
64,Female,Doctorate,Pharmacist,15,110507
26,Male,Associate's,Product Manager,17,46908
33,Female,Doctorate,AI Engineer,37,99627
47,Male,Bachelor's,Research Scientist,24,98643
39,Female,Doctorate,Business Analyst,38,56202
37,Male,Associate's,Sales Executive,36,105102
47,Female,High School,HR Manager,8,94883
41,Male,Bachelor's,Sales Executive,3,114558
26,Female,Bachelor's,SEO Specialist,30,78720
44,Male,Doctorate,IT Consultant,22,74662
44,Female,Master's,Systems Analyst,33,62030
27,Female,Master's,AI Engineer,25,74850
36,Female,Associate's,Therapist,30,70397
64,Female,High School,Health Information Technician,37,91094
26,Male,High School,Cloud Engineer,3,55616
60,Male,Doctorate,Systems Analyst,4,100334
38,Male,Doctorate,Technical Support Engineer,29,41661
40,Female,Master's,Dentist,32,92029
43,Female,High School,Product Manager,23,61047
58,Female,High School,Dentist,19,74043
30,Female,High School,Pharmacist,15,81442
37,Female,Associate's,Surgeon,16,96378
60,Male,Associate's,Technical Support Engineer,23,60943
46,Male,Doctorate,Digital Marketing Specialist,37,69487
42,Male,Master's,Sales Executive,1,109769
36,Female,Bachelor's,Technical Support Engineer,19,104023
54,Female,Master's,Surgeon,37,59559
64,Female,Associate's,Cloud Engineer,35,106380
31,Female,Associate's,Business Analyst,30,76519
56,Female,Doctorate,Systems Analyst,17,46416
43,Female,Bachelor's,Public Relations Manager,39,57859
30,Female,High School,Supply Chain Manager,26,53184
44,Male,Bachelor's,Quality Assurance Specialist,13,62846
51,Male,Bachelor's,Therapist,22,77771
61,Female,Bachelor's,Health Information Technician,23,50498
31,Female,Doctorate,Financial Advisor,33,104798
29,Female,Associate's,Systems Analyst,27,67914
35,Male,High School,Veterinarian,35,87980
39,Male,Bachelor's,Research Scientist,12,80500
27,Female,High School,Veterinarian,9,69885
29,Male,Bachelor's,Technical Support Engineer,34,73215
47,Male,Associate's,Financial Advisor,14,99320
61,Male,High School,Surgeon,37,64924
33,Female,Master's,Health Information Technician,3,90099
39,Male,Associate's,Data Scientist,21,98113
27,Male,High School,Cybersecurity Specialist,7,35318
53,Female,Bachelor's,Data Scientist,33,112697
30,Female,Bachelor's,Health Information Technician,35,112859
41,Male,Associate's,Data Scientist,11,40749
50,Female,Associate's,AI Engineer,32,44528
45,Male,Bachelor's,Cloud Engineer,22,56441
32,Male,High School,Veterinarian,19,43526
45,Female,Master's,SEO Specialist,36,72161
35,Female,Doctorate,Recruitment Specialist,37,36044
62,Male,Associate's,HR Manager,11,113301
32,Female,Bachelor's,AI Engineer,13,53175
48,Female,High School,Medical Assistant,28,83887
59,Male,Associate's,Technical Support Engineer,15,86671
38,Male,High School,Public Relations Manager,13,35961
38,Male,Associate's,Data Scientist,33,104285
34,Male,Bachelor's,Public Relations Manager,8,86966
36,Male,High School,Surgeon,32,51973
62,Male,Bachelor's,Product Manager,37,118908
58,Female,High School,IT Consultant,4,78393
34,Female,Associate's,Cybersecurity Specialist,18,73433
41,Male,Doctorate,Technical Support Engineer,23,105077
41,Female,Doctorate,Therapist,29,65678
27,Female,Master's,Digital Marketing Specialist,2,53344
55,Male,Master's,Sales Executive,13,80154
25,Female,Bachelor's,Technical Support Engineer,16,43846
36,Female,High School,DevOps Engineer,8,68846
63,Male,Master's,Cloud Engineer,19,105565
28,Female,Associate's,Business Analyst,32,93802
37,Female,Doctorate,Dentist,3,51272
58,Male,High School,Operations Manager,32,83613
45,Female,Doctorate,Dentist,21,48104
46,Female,High School,Radiologic Technologist,25,50855
28,Female,Master's,Business Analyst,17,72524
42,Male,Master's,HR Manager,25,101455
29,Male,Bachelor's,Cloud Engineer,33,77706
43,Female,High School,Cybersecurity Specialist,31,69526
26,Female,Associate's,AI Engineer,36,44363
36,Male,Master's,Technical Support Engineer,23,87430
41,Male,Bachelor's,Medical Assistant,25,84511
34,Female,Master's,Cloud Engineer,30,91738
58,Male,Doctorate,Cloud Engineer,13,114791
30,Female,Master's,Veterinarian,29,104346
32,Female,High School,Data Scientist,16,36440
35,Male,Bachelor's,Operations Manager,38,102255
36,Male,High School,Financial Advisor,27,79213
33,Female,Associate's,Radiologic Technologist,26,35555
26,Female,Associate's,Cloud Engineer,11,112648
32,Male,Master's,Data Scientist,37,102833
35,Female,Bachelor's,Product Manager,3,36535
60,Male,Bachelor's,Sales Executive,26,49931
34,Male,Bachelor's,HR Manager,34,106818
45,Male,Bachelor's,Pharmacist,33,79262
44,Male,Master's,AI Engineer,15,59587
32,Male,High School,Pharmacist,2,68040
60,Female,Master's,Therapist,28,80543
53,Male,High School,AI Engineer,20,61573
36,Male,Doctorate,SEO Specialist,38,105680
38,Male,Doctorate,SEO Specialist,16,92262
45,Male,High School,Research Scientist,4,36688
46,Male,Master's,Medical Assistant,8,118515
45,Male,Associate's,Financial Advisor,20,66803
54,Male,Master's,Veterinarian,26,51154
63,Female,Associate's,Systems Analyst,32,115659
44,Female,Master's,Veterinarian,13,58998
48,Female,Bachelor's,Research Scientist,5,40786
47,Female,Bachelor's,SEO Specialist,13,94059
31,Male,Doctorate,Pharmacist,11,105665
33,Female,Doctorate,Sales Executive,37,60777
25,Male,High School,Public Relations Manager,32,103381
50,Female,Associate's,Veterinarian,18,108984
62,Female,Bachelor's,SEO Specialist,29,90290
62,Male,Master's,Data Scientist,15,62139
46,Male,High School,HR Manager,20,84030
34,Female,Master's,SEO Specialist,36,58581
30,Female,Bachelor's,Quality Assurance Specialist,5,62993
41,Female,Bachelor's,Quality Assurance Specialist,37,77048
62,Female,Bachelor's,Quality Assurance Specialist,33,47923
48,Male,Bachelor's,Operations Manager,18,48084
34,Female,Master's,Supply Chain Manager,19,118096
32,Female,High School,Pharmacist,32,57567
45,Female,Bachelor's,Medical Assistant,22,54481
30,Female,Doctorate,Data Scientist,1,46422
45,Female,High School,Recruitment Specialist,25,102260
63,Male,Doctorate,HR Manager,20,103164
48,Male,Master's,Therapist,35,90296
57,Male,Bachelor's,Pharmacist,6,62875
42,Male,High School,Radiologic Technologist,6,52734
52,Male,Bachelor's,Cybersecurity Specialist,37,101155
56,Female,Bachelor's,Sales Executive,3,86700
36,Male,High School,Radiologic Technologist,37,48786
51,Male,Bachelor's,Technical Support Engineer,31,89395
34,Female,Bachelor's,Product Manager,35,100171
56,Male,Associate's,Business Analyst,15,99763
50,Male,Associate's,Cybersecurity Specialist,17,110265
49,Male,High School,Digital Marketing Specialist,15,95922
35,Male,High School,Pharmacist,5,70301
47,Female,Bachelor's,Product Manager,22,95998
58,Female,Doctorate,Pharmacist,11,94724
64,Male,High School,Product Manager,28,93976
47,Female,Bachelor's,Operations Manager,14,56735
53,Male,Doctorate,Cloud Engineer,39,118485
55,Female,Associate's,Digital Marketing Specialist,3,55509
31,Female,High School,Cloud Engineer,11,104804
64,Female,Bachelor's,IT Consultant,30,70607
57,Female,Associate's,Quality Assurance Specialist,38,79507
45,Female,Master's,Dentist,5,87540
26,Female,Associate's,Product Manager,22,75944
42,Female,Bachelor's,Data Scientist,13,74308
57,Female,Doctorate,SEO Specialist,21,47412
61,Female,Master's,Veterinarian,37,91399
58,Female,Master's,Recruitment Specialist,25,62150
44,Female,Master's,Surgeon,21,106178
59,Male,High School,Data Scientist,28,93763
42,Female,Bachelor's,DevOps Engineer,4,110605
48,Male,Master's,Product Manager,29,66832
32,Female,Associate's,AI Engineer,35,101562
54,Male,Doctorate,Research Scientist,23,104128
34,Male,Bachelor's,Cybersecurity Specialist,7,101523
47,Male,Associate's,Radiologic Technologist,9,116453
35,Female,High School,Health Information Technician,23,42238
26,Female,Master's,Data Scientist,3,108866
50,Female,Associate's,Business Analyst,9,95930
60,Female,Bachelor's,Technical Support Engineer,4,40650
57,Male,Associate's,Medical Assistant,25,72264
37,Female,High School,Recruitment Specialist,6,84588
64,Female,Doctorate,Health Information Technician,18,52807
49,Female,Master's,Dentist,7,60712
28,Female,Bachelor's,Business Analyst,35,97915
43,Female,Master's,Dentist,31,89826
42,Female,Master's,Dentist,38,62865
61,Female,Master's,Health Information Technician,32,36145
54,Female,Associate's,Research Scientist,35,109836
43,Male,Associate's,HR Manager,28,90651
47,Male,Doctorate,Business Analyst,5,41242
40,Female,High School,Therapist,30,48832
25,Female,Bachelor's,Operations Manager,22,99005
36,Female,Associate's,Medical Assistant,17,94328
48,Female,Master's,Surgeon,10,114821
58,Male,High School,Surgeon,7,109633
32,Male,Bachelor's,Cybersecurity Specialist,4,82852
42,Female,Bachelor's,Sales Executive,27,36992
29,Male,Bachelor's,Surgeon,7,71890
50,Male,Bachelor's,Supply Chain Manager,23,64394
54,Female,Doctorate,Business Analyst,11,84957
37,Female,Bachelor's,Business Analyst,8,118912
43,Female,High School,Dentist,8,100353
53,Male,Associate's,Cloud Engineer,37,58880
27,Male,High School,Nurse Practitioner,5,114077
50,Female,Master's,Radiologic Technologist,7,63975
64,Female,Doctorate,Therapist,22,96616
36,Male,Doctorate,IT Consultant,36,39010
26,Male,Master's,Public Relations Manager,2,108811
35,Female,High School,Pharmacist,24,88510
52,Male,High School,Systems Analyst,2,71088
42,Female,Master's,Medical Assistant,12,119425
37,Female,Bachelor's,Recruitment Specialist,26,75596
61,Male,Bachelor's,Systems Analyst,38,75653
46,Male,Associate's,Supply Chain Manager,6,67155
36,Male,High School,Product Manager,23,41349
26,Female,High School,Surgeon,2,58347
61,Female,Master's,Product Manager,26,103598
31,Female,Master's,Operations Manager,14,104388
50,Female,Bachelor's,Supply Chain Manager,18,97241
50,Female,High School,Data Scientist,38,89142
48,Female,High School,Sales Executive,32,48160
36,Male,Doctorate,Nurse Practitioner,14,116858
40,Female,Associate's,IT Consultant,30,100923
47,Female,Associate's,AI Engineer,13,81891
64,Female,Bachelor's,Operations Manager,31,107446
33,Female,High School,Therapist,37,50758
56,Male,Doctorate,AI Engineer,38,37003
39,Female,High School,Therapist,22,60607
61,Male,Master's,Medical Assistant,28,73513
37,Male,Bachelor's,Operations Manager,19,104083
29,Female,Associate's,Digital Marketing Specialist,16,96781
35,Female,High School,Quality Assurance Specialist,5,60672
34,Male,Bachelor's,HR Manager,2,76819
37,Male,Associate's,Medical Assistant,10,114992
39,Female,High School,IT Consultant,19,100837
31,Male,Doctorate,Technical Support Engineer,20,66603
64,Female,Bachelor's,Product Manager,29,93265
52,Female,High School,DevOps Engineer,25,75478
56,Male,Associate's,Technical Support Engineer,17,116714
59,Female,Associate's,Veterinarian,13,118752
39,Female,Doctorate,Cloud Engineer,16,108778
60,Female,Bachelor's,AI Engineer,35,42496
45,Male,Bachelor's,Systems Analyst,36,63357
30,Male,High School,Pharmacist,39,81252
25,Male,Associate's,IT Consultant,3,66212
28,Female,Associate's,Data Scientist,9,40887
35,Male,Doctorate,Recruitment Specialist,29,118398
50,Male,Doctorate,Cybersecurity Specialist,5,69856
61,Male,Bachelor's,Surgeon,3,41040
47,Female,Associate's,HR Manager,10,48440
53,Female,High School,Data Scientist,31,63371
45,Male,Master's,Nurse Practitioner,11,54724
51,Male,High School,Quality Assurance Specialist,17,102879
63,Male,Doctorate,Systems Analyst,8,42188
64,Female,High School,Surgeon,2,94580
37,Male,Associate's,IT Consultant,4,80216
47,Female,Bachelor's,Medical Assistant,16,107392
40,Female,Master's,HR Manager,21,57044
54,Female,Bachelor's,HR Manager,5,45620
28,Male,Master's,SEO Specialist,35,55723
64,Male,Master's,Health Information Technician,14,76142
40,Female,Associate's,Health Information Technician,15,76503
55,Female,Associate's,Pharmacist,6,65243
49,Female,Doctorate,Technical Support Engineer,16,67860
36,Female,Doctorate,Therapist,23,102951
50,Male,Master's,Cybersecurity Specialist,31,39254
61,Male,Doctorate,IT Consultant,12,111173
57,Female,Associate's,Public Relations Manager,19,59510
52,Female,Doctorate,Surgeon,12,107052
33,Female,Master's,Sales Executive,13,104937
36,Male,Bachelor's,Therapist,2,67122
29,Female,High School,Research Scientist,20,94317
52,Male,Doctorate,Recruitment Specialist,31,64653
59,Female,Associate's,Product Manager,9,78336
29,Male,Bachelor's,Veterinarian,21,98328
58,Male,Associate's,Surgeon,8,55822
58,Female,Doctorate,Public Relations Manager,39,107403
37,Male,Master's,Business Analyst,37,81944
63,Male,High School,Product Manager,29,71002
38,Male,High School,Operations Manager,19,52517
35,Male,Bachelor's,Therapist,35,112366
62,Female,High School,Product Manager,38,45589
28,Female,Master's,Business Analyst,26,95117
57,Female,Associate's,Medical Assistant,11,94264
31,Female,Master's,Pharmacist,36,69830
32,Female,Bachelor's,Financial Advisor,35,94544
61,Male,Bachelor's,Surgeon,4,39627
34,Male,High School,Health Information Technician,3,101004
39,Male,Master's,Therapist,12,101880
62,Male,Associate's,AI Engineer,32,60454
39,Female,Master's,Cybersecurity Specialist,26,96806
29,Female,Associate's,Pharmacist,13,106634
53,Male,Associate's,Recruitment Specialist,38,67229
43,Female,Master's,Financial Advisor,29,56341
34,Male,Doctorate,Business Analyst,19,50375
36,Male,Master's,Technical Support Engineer,35,87497
28,Female,Associate's,Cybersecurity Specialist,27,84740
55,Female,Bachelor's,Technical Support Engineer,31,100627
42,Female,Bachelor's,Systems Analyst,3,97515
40,Female,High School,Cloud Engineer,35,36884
64,Female,Bachelor's,Public Relations Manager,24,113968
60,Female,Doctorate,Medical Assistant,7,114738
49,Female,Associate's,Nurse Practitioner,35,110767
47,Male,Master's,Health Information Technician,21,75720
36,Female,Master's,Veterinarian,1,44595
58,Male,Doctorate,Health Information Technician,6,105018
60,Male,Bachelor's,AI Engineer,39,69749
61,Female,Associate's,Surgeon,34,48918
27,Male,Bachelor's,Product Manager,18,64984
33,Female,High School,Cybersecurity Specialist,25,50813
42,Male,Bachelor's,Quality Assurance Specialist,15,39466
59,Male,High School,Nurse Practitioner,32,69999
58,Male,Master's,Health Information Technician,18,93115
38,Female,Associate's,Financial Advisor,31,76164
28,Male,High School,Public Relations Manager,29,113777
53,Male,Bachelor's,Technical Support Engineer,15,113648
39,Male,Bachelor's,Recruitment Specialist,23,109919
52,Female,Master's,Therapist,38,54699
40,Male,Doctorate,Supply Chain Manager,11,46481
36,Female,Doctorate,Medical Assistant,15,105711
29,Male,Bachelor's,AI Engineer,23,118518
58,Male,Doctorate,Nurse Practitioner,3,66334
25,Male,Associate's,Sales Executive,19,94252
63,Female,Doctorate,Supply Chain Manager,1,118462
56,Male,Associate's,Cybersecurity Specialist,24,43333
50,Male,Bachelor's,Therapist,11,114996
41,Male,Bachelor's,Business Analyst,30,100625
51,Male,Bachelor's,SEO Specialist,11,55790
48,Female,Master's,IT Consultant,39,40490
59,Male,Doctorate,Therapist,1,83055
63,Male,High School,Sales Executive,12,112240
50,Male,High School,Data Scientist,4,52593
62,Male,Bachelor's,Pharmacist,25,72746
47,Female,Doctorate,Nurse Practitioner,8,70992
46,Male,Associate's,Cloud Engineer,15,72624
28,Male,High School,Digital Marketing Specialist,30,57623
33,Female,Bachelor's,Financial Advisor,32,35148
28,Male,High School,Dentist,35,50263
31,Male,High School,DevOps Engineer,21,59449
47,Male,High School,Cloud Engineer,31,85577
26,Female,Bachelor's,Financial Advisor,36,77314
48,Male,Bachelor's,HR Manager,27,48538
64,Female,Master's,Dentist,8,86787
55,Female,Master's,Therapist,23,102899
55,Female,Master's,Data Scientist,23,100246
64,Female,High School,Sales Executive,33,62508
58,Female,Doctorate,Recruitment Specialist,13,103643
48,Female,Bachelor's,Recruitment Specialist,39,40628
50,Female,Master's,Operations Manager,35,101987
40,Male,Doctorate,Nurse Practitioner,16,76409
37,Male,Master's,Nurse Practitioner,12,50180
39,Female,Master's,Research Scientist,31,47377
51,Female,Doctorate,Operations Manager,5,78548
28,Female,Master's,AI Engineer,25,90003
40,Female,High School,Operations Manager,21,87100
54,Female,High School,Systems Analyst,3,55319
54,Female,High School,Nurse Practitioner,10,65685
60,Male,Associate's,Radiologic Technologist,23,58214
27,Male,Master's,Financial Advisor,17,87861
46,Female,Associate's,Cybersecurity Specialist,35,118209
46,Female,Bachelor's,DevOps Engineer,25,84655
36,Female,Doctorate,DevOps Engineer,2,92103
45,Male,Bachelor's,Digital Marketing Specialist,27,119067
28,Female,Associate's,Business Analyst,9,44657
55,Male,High School,Data Scientist,4,39520
55,Male,Master's,HR Manager,26,71484
47,Male,Master's,Radiologic Technologist,32,64577
44,Female,High School,Health Information Technician,29,82599
39,Female,Master's,Financial Advisor,22,65558
